Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyTextPresent(""MEET THE CHARACTER"", false)",Chrome 120.0.0.0,,,31-01-2024 22:50:55,31-01-2024 22:50:56,0.324s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,31-01-2024 22:50:56,31-01-2024 22:50:56,0.236s,PASSED
,,,,,,,
Test Cases/Data-Driven/DD002 - Meet the Characters,Chrome 120.0.0.0,Test Case to search for characters in game,Data-Driven,31-01-2024 22:50:56,31-01-2024 22:51:13,17.158s,PASSED
"verifyCheckpoint(findCheckpoint(""Checkpoints/Companions""), false)",Chrome 120.0.0.0,,,31-01-2024 22:50:56,31-01-2024 22:50:56,0.012s,PASSED
"callTestCase(findTestCase(""ESO/Misc Tests/Open ESO Page""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:50:56,31-01-2024 22:51:02,6.293s,PASSED
helpers.Misc.OpenSearchBar(),Chrome 120.0.0.0,,,31-01-2024 22:51:02,31-01-2024 22:51:03,1.074s,PASSED
"setText(findTestObject(""ESO/Page_Home/Search Bar/inputsearchBox""), Character_Name)",Chrome 120.0.0.0,,,31-01-2024 22:51:03,31-01-2024 22:51:04,0.672s,PASSED
delay(1),Chrome 120.0.0.0,,,31-01-2024 22:51:04,31-01-2024 22:51:05,1.016s,PASSED
"verifyElementPresent(findTestObject(""ESO/Page_Home/Search Bar/div_Character suggestion""), 0)",Chrome 120.0.0.0,,,31-01-2024 22:51:05,31-01-2024 22:51:05,0.264s,PASSED
"click(findTestObject(""ESO/Page_Home/Search Bar/a_Character suggestion""))",Chrome 120.0.0.0,,,31-01-2024 22:51:05,31-01-2024 22:51:08,2.535s,PASSED
"callTestCase(findTestCase(""ESO/Age Valitadion/A002 - Valid Age""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:51:08,31-01-2024 22:51:12,4.373s,PASSED
"verifyTextPresent(Character_Name.toUpperCase(), false)",Chrome 120.0.0.0,,,31-01-2024 22:51:12,31-01-2024 22:51:13,0.347s,PASSED
"verifyTextPresent(""MEET THE CHARACTER"", false)",Chrome 120.0.0.0,,,31-01-2024 22:51:13,31-01-2024 22:51:13,0.330s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,31-01-2024 22:51:13,31-01-2024 22:51:13,0.222s,PASSED
,,,,,,,
Test Cases/Data-Driven/DD002 - Meet the Characters,Chrome 120.0.0.0,Test Case to search for characters in game,Data-Driven,31-01-2024 22:51:13,31-01-2024 22:51:31,17.594s,PASSED
"verifyCheckpoint(findCheckpoint(""Checkpoints/Companions""), false)",Chrome 120.0.0.0,,,31-01-2024 22:51:13,31-01-2024 22:51:13,0.011s,PASSED
"callTestCase(findTestCase(""ESO/Misc Tests/Open ESO Page""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:51:13,31-01-2024 22:51:21,7.333s,PASSED
helpers.Misc.OpenSearchBar(),Chrome 120.0.0.0,,,31-01-2024 22:51:21,31-01-2024 22:51:22,1.187s,PASSED
"setText(findTestObject(""ESO/Page_Home/Search Bar/inputsearchBox""), Character_Name)",Chrome 120.0.0.0,,,31-01-2024 22:51:22,31-01-2024 22:51:22,0.668s,PASSED
delay(1),Chrome 120.0.0.0,,,31-01-2024 22:51:22,31-01-2024 22:51:23,1.003s,PASSED
"verifyElementPresent(findTestObject(""ESO/Page_Home/Search Bar/div_Character suggestion""), 0)",Chrome 120.0.0.0,,,31-01-2024 22:51:23,31-01-2024 22:51:24,0.264s,PASSED
"click(findTestObject(""ESO/Page_Home/Search Bar/a_Character suggestion""))",Chrome 120.0.0.0,,,31-01-2024 22:51:24,31-01-2024 22:51:26,2.066s,PASSED
"callTestCase(findTestCase(""ESO/Age Valitadion/A002 - Valid Age""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:51:26,31-01-2024 22:51:30,4.158s,PASSED
"verifyTextPresent(Character_Name.toUpperCase(), false)",Chrome 120.0.0.0,,,31-01-2024 22:51:30,31-01-2024 22:51:30,0.342s,PASSED
"verifyTextPresent(""MEET THE CHARACTER"", false)",Chrome 120.0.0.0,,,31-01-2024 22:51:30,31-01-2024 22:51:31,0.337s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,31-01-2024 22:51:31,31-01-2024 22:51:31,0.215s,PASSED
,,,,,,,
Test Cases/Data-Driven/DD002 - Meet the Characters,Chrome 120.0.0.0,Test Case to search for characters in game,Data-Driven,31-01-2024 22:51:31,31-01-2024 22:51:52,21.098s,PASSED
"verifyCheckpoint(findCheckpoint(""Checkpoints/Companions""), false)",Chrome 120.0.0.0,,,31-01-2024 22:51:31,31-01-2024 22:51:31,0.010s,PASSED
"callTestCase(findTestCase(""ESO/Misc Tests/Open ESO Page""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:51:31,31-01-2024 22:51:38,7.508s,PASSED
helpers.Misc.OpenSearchBar(),Chrome 120.0.0.0,,,31-01-2024 22:51:38,31-01-2024 22:51:40,1.181s,PASSED
"setText(findTestObject(""ESO/Page_Home/Search Bar/inputsearchBox""), Character_Name)",Chrome 120.0.0.0,,,31-01-2024 22:51:40,31-01-2024 22:51:40,0.798s,PASSED
delay(1),Chrome 120.0.0.0,,,31-01-2024 22:51:40,31-01-2024 22:51:41,1.012s,PASSED
"verifyElementPresent(findTestObject(""ESO/Page_Home/Search Bar/div_Character suggestion""), 0)",Chrome 120.0.0.0,,,31-01-2024 22:51:41,31-01-2024 22:51:42,0.265s,PASSED
"click(findTestObject(""ESO/Page_Home/Search Bar/a_Character suggestion""))",Chrome 120.0.0.0,,,31-01-2024 22:51:42,31-01-2024 22:51:44,2.081s,PASSED
"callTestCase(findTestCase(""ESO/Age Valitadion/A002 - Valid Age""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:51:44,31-01-2024 22:51:48,4.655s,PASSED
"verifyTextPresent(Character_Name.toUpperCase(), false)",Chrome 120.0.0.0,,,31-01-2024 22:51:48,31-01-2024 22:51:49,0.367s,PASSED
"verifyTextPresent(""MEET THE CHARACTER"", false)",Chrome 120.0.0.0,,,31-01-2024 22:51:49,31-01-2024 22:51:49,0.496s,PASSED
closeBrowser(),Chrome 120.0.0.0,,,31-01-2024 22:51:49,31-01-2024 22:51:52,2.716s,PASSED
,,,,,,,
Test Cases/Data-Driven/DD002 - Meet the Characters,Chrome 120.0.0.0,Test Case to search for characters in game,Data-Driven,31-01-2024 22:51:52,31-01-2024 22:52:12,19.877s,PASSED
"verifyCheckpoint(findCheckpoint(""Checkpoints/Companions""), false)",Chrome 120.0.0.0,,,31-01-2024 22:51:52,31-01-2024 22:51:52,0.012s,PASSED
"callTestCase(findTestCase(""ESO/Misc Tests/Open ESO Page""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,31-01-2024 22:51:52,31-01-2024 22:52:01,9.230s,PASSED
helpers.Misc.OpenSearchBar(),Chrome 120.0.0.0,,,31-01-2024 22:52:01,31-01-2024 22:52:03,1.409s,PASSED
"setText(findTestObject(""ESO/Page_Home/Search Bar/inputsearchBox""), Character_Name)",Chrome 120.0.0.0,,,31-01-2024 22:52:03,31-01-2024 22:52:03,0.545s,PASSED
delay(1),Chrome 120.0.0.0,,,31-01-2024 22:52:03,31-01-2024 22:52:04,1.002s,PASSED
